Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,RA9extras,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired,Name-additional
144,Adam Cimber,31,TOR,70.2,77,0,28,3.57,4.31,0.30,-0.29,0.16,100.1,3.89,3,0.3,1.34,-0.1,0.9,9,.504,.502,$1575000,Traded,cimbead01
145,Steve Cishek,36,WSN,66.1,69,0,33,4.48,4.49,-0.23,-0.30,0.08,95.3,4.28,-2,-0.2,.86,-0.2,0.3,5,.498,.499,$1750000,Free Agency,cishest01
146,José Cisnero,33,DET,25.0,28,0,4,1.44,4.36,0.14,-0.29,0.00,96.2,3.78,7,0.7,.85,-0.1,0.9,9,.526,.504,,Free Agency,cisnejo01
147,Aaron Civale,27,CLE,97.0,20,20,58,5.38,4.21,0.49,0.19,0.00,97.3,3.80,-17,-1.7,,-0.1,-0.8,-8,.417,.490,,Amateur Draft,civalaa01
148,Taylor Clarke,29,KCR,49.0,47,0,25,4.59,4.33,-0.24,-0.29,0.34,105.2,4.87,2,0.2,1.28,-0.1,0.6,6,.504,.501,$975000,Free Agency,clarkta01
149,Emmanuel Clase,24,CLE,72.2,77,0,18,2.23,4.25,0.43,-0.28,0.61,99.6,4.13,16,1.7,1.66,0.4,2.8,22,.523,.511,$1900000,Traded,claseem01
150,Alex Claudio*,30,NYM,3.1,3,0,0,0.00,3.87,-0.01,-0.26,0.00,97.4,3.53,1,0.1,.05,-0.1,0.1,2,.547,.501,$100000,Free Agency,claudal01
151,Sam Clay*,29,2TM,5.1,7,0,6,10.13,4.51,-0.21,-0.30,0.00,94.3,4.17,-4,-0.4,.35,0.1,-0.2,-3,.449,.498,,Waivers,claysa01
152,Garrett Cleavinger*,28,2TM,23.0,17,0,12,4.70,4.50,0.20,-0.30,0.00,96.6,3.86,-2,-0.1,.73,0.0,0.1,0,.492,.501,,Traded,cleavga01
153,Kody Clemens,26,DET,7.0,7,0,3,3.86,4.21,0.25,-0.28,0.00,97.1,3.57,0,0.0,.00,0.0,0.0,0,.497,.500,,Amateur Draft,clemeko01
154,Ernie Clement,26,CLE,2.0,2,0,4,18.00,4.73,0.95,-0.32,0.00,96.0,3.32,-3,-0.3,.00,0.1,-0.1,-3,.348,.498,,Amateur Draft,clemeer01
155,Mike Clevinger,31,SDP,114.1,23,22,56,4.41,4.34,0.14,0.19,0.00,95.4,4.19,-3,-0.3,.38,-0.1,0.7,8,.487,.498,$8000000,Traded,clevimi01
156,Tyler Clippard,37,WSN,5.0,4,0,4,7.20,4.79,-0.30,-0.32,0.00,90.6,4.31,-2,-0.2,.20,0.1,-0.1,-1,.459,.499,$100000,Free Agency,clippty01
157,Alex Cobb,34,SFG,149.2,28,28,72,4.33,4.51,-0.34,0.21,0.00,101.1,5.12,13,1.4,,-0.1,2.7,27,.551,.509,$9000000,Free Agency,cobbal01
158,Gerrit Cole,31,NYY,200.2,33,33,81,3.63,4.28,0.59,0.20,0.00,100.3,3.90,7,0.7,,-0.1,2.5,24,.523,.505,$36000000,Free Agency,colege01
159,Dylan Coleman,25,KCR,68.0,68,0,26,3.44,4.34,-0.21,-0.29,0.16,104.6,4.62,9,1.0,1.20,-0.1,1.6,15,.515,.506,,Traded,colemdy01
160,Alex Colomé,33,COL,47.0,53,0,36,6.89,4.50,0.05,-0.30,0.12,113.8,4.87,-11,-1.1,1.25,-0.3,-0.9,-6,.479,.493,$4100000,Free Agency,colomal01
161,Roansy Contreras,22,PIT,95.0,21,18,45,4.26,4.50,0.00,0.16,0.00,100.7,4.70,4,0.5,.69,-0.1,1.3,13,.523,.503,,Traded,contrro01
162,Sam Coonrod,29,PHI,12.2,12,0,12,8.53,4.28,-0.32,-0.29,0.00,99.5,4.29,-6,-0.6,.43,0.1,-0.3,-5,.450,.496,,Traded,coonrsa01
163,Patrick Corbin*,32,WSN,152.2,31,31,119,7.02,4.38,-0.30,0.20,0.00,96.6,4.72,-39,-3.7,,-0.1,-2.4,-25,.380,.477,$23416666,Free Agency,corbipa01
164,Nestor Cortes*,27,NYY,158.1,28,28,44,2.50,4.32,0.64,0.20,0.00,100.0,3.88,25,2.9,,-0.1,4.3,38,.604,.518,,Free Agency,cortene01
165,Jharel Cotton,30,2TM,43.0,30,0,20,4.19,4.33,0.08,-0.29,0.26,98.3,4.16,0,0.0,1.06,-0.2,0.3,4,.501,.501,$700000,Waivers,cottojh01
166,Danny Coulombe*,32,MIN,12.1,10,0,3,2.19,4.26,0.19,-0.28,0.00,97.4,3.69,2,0.2,.62,-0.1,0.3,3,.523,.501,$700000,Free Agency,couloda01
167,Jake Cousins,27,MIL,13.1,12,0,4,2.70,4.51,0.23,-0.30,0.00,97.9,3.89,2,0.2,1.06,0.0,0.3,3,.516,.501,,Free Agency,cousija01
168,Kutter Crawford,26,BOS,77.1,21,12,49,5.70,4.61,0.05,0.14,0.07,106.7,5.09,-5,-0.5,.87,-0.1,0.1,2,.475,.497,,Amateur Draft,crawfku01
169,Kyle Crick,29,CHW,15.2,14,0,7,4.02,4.39,-0.11,-0.29,0.00,99.9,4.21,0,0.0,.72,0.0,0.2,2,.503,.500,,Free Agency,crickky01
170,Nabil Crismatt,27,SDP,67.1,50,1,29,3.88,4.42,0.13,-0.27,0.16,94.2,3.94,0,0.0,.99,-0.2,0.5,7,.501,.500,,Free Agency,crismna01
171,Cooper Criswell,25,TBR,3.1,1,1,1,2.70,4.81,0.13,0.22,0.00,100.0,4.90,1,0.1,,0.0,0.1,1,.596,.501,,Waivers,criswco01
172,Wil Crowe,27,PIT,76.0,60,1,40,4.74,4.48,0.00,-0.29,0.07,101.6,4.33,-3,-0.4,1.46,-0.3,0.1,4,.494,.498,,Traded,crowewi01
173,Fernando Cruz,32,CIN,14.2,14,2,3,1.84,4.35,-0.15,-0.18,0.38,106.8,5.02,5,0.6,1.44,0.1,0.8,7,.540,.503,,Free Agency,cruzfe01
174,Jesus Cruz,27,ATL,8.2,7,0,6,6.23,4.24,0.22,-0.28,0.00,102.8,3.84,-2,-0.2,.09,0.1,-0.1,-2,.466,.499,,Free Agency,cruzje01
175,Jose Cuas,28,KCR,37.2,47,0,18,4.30,4.27,-0.25,-0.28,0.00,104.2,4.42,1,0.1,1.27,-0.1,0.4,4,.502,.500,,Free Agency,cuasjo01
176,Johnny Cueto,36,CHW,158.1,25,24,66,3.75,4.32,-0.16,0.18,0.00,102.0,4.76,18,2.1,1.03,-0.1,3.5,32,.585,.513,,Free Agency,cuetojo01
177,Charlie Culberson,33,TEX,2.0,2,0,0,0.00,4.47,0.08,-0.30,0.00,110.8,4.54,1,0.1,.00,-0.1,0.1,1,.557,.501,$1750000,Free Agency,culbech01
178,Xzavion Curry,23,CLE,9.1,2,2,7,6.75,4.01,0.68,0.19,0.00,96.0,3.38,-3,-0.3,,0.0,-0.2,-3,.340,.498,,Amateur Draft,curryxz01
179,Tyler Cyr,29,2TM,13.1,12,0,4,2.70,4.41,-0.15,-0.29,0.00,94.4,4.03,2,0.2,.68,-0.1,0.3,3,.519,.502,,Waivers,cyrty01
180,Tyler Danish,27,BOS,40.1,32,0,24,5.36,4.32,0.05,-0.29,0.00,108.9,4.33,-4,-0.5,.79,0.0,-0.1,-1,.485,.497,,Free Agency,danisty01
181,Yu Darvish,35,SDP,194.2,30,30,67,3.10,4.47,0.12,0.20,0.00,93.4,4.25,25,2.8,,-0.2,4.4,43,.593,.517,,Traded,darviyu01
182,Tucker Davidson*,26,2TM,52.0,12,11,39,6.75,4.43,0.15,0.18,0.00,99.1,4.42,-13,-1.3,.42,0.0,-0.8,-9,.392,.495,,Amateur Draft,davidtu01
183,Zach Davies,29,ARI,134.1,27,27,66,4.42,4.32,0.32,0.20,0.00,101.2,4.24,-3,-0.3,,-0.1,0.9,10,.489,.498,$1500000,Free Agency,davieza02
184,Austin Davis*,29,2TM,56.0,52,3,39,6.27,4.49,0.05,-0.28,0.00,109.0,4.53,-11,-1.1,.70,0.1,-0.5,-6,.479,.495,,Traded,davisau01
185,Noah Davis,25,COL,1.0,1,0,2,18.00,4.99,0.05,-0.33,0.00,106.0,4.88,-1,-0.1,.22,0.1,-0.1,-1,.364,.499,,Traded,davisno01
186,Angel De Jesus,25,DET,12.2,8,0,3,2.13,4.33,0.18,-0.29,0.00,96.1,3.71,2,0.3,.23,-0.1,0.3,3,.532,.502,,Free Agency,dejesan01
187,Chase De Jong,28,PIT,71.2,42,0,24,3.01,4.47,0.00,-0.27,0.08,102.4,4.38,11,1.2,.85,-0.3,1.6,17,.528,.507,,Free Agency,dejonch01
188,Enyel De Los Santos,26,CLE,53.1,50,0,18,3.04,4.22,0.43,-0.28,0.10,98.1,3.54,3,0.4,1.09,-0.1,0.8,8,.507,.502,,Free Agency,delosen01
189,Yerry De Los Santos,24,PIT,25.2,26,0,18,6.31,4.36,0.00,-0.29,0.43,101.5,4.56,-5,-0.5,1.55,-0.2,-0.5,-3,.480,.497,,Free Agency,delosye01
190,Jacob deGrom,34,NYM,64.1,11,11,22,3.08,4.36,0.00,0.20,0.00,93.7,4.27,8,1.0,,-0.1,1.5,14,.586,.506,$35500000,Amateur Draft,degroja01
191,Matt Dermody*,31,CHC,1.0,1,0,2,18.00,5.15,0.03,-0.34,0.00,88.0,4.20,-2,-0.1,.10,0.1,-0.1,-1,.358,.499,,Free Agency,dermoma01
192,Anthony DeSclafani,32,SFG,19.0,5,5,21,9.95,4.41,-0.45,0.20,0.00,95.9,4.85,-11,-0.9,,0.0,-0.8,-9,.312,.494,$12000000,Free Agency,desclan01
193,Reid Detmers*,22,LAA,129.0,25,25,56,3.91,4.42,0.10,0.20,0.00,103.3,4.67,11,1.3,,-0.1,2.4,22,.552,.508,,Amateur Draft,detmere01
194,Ross Detwiler*,36,CIN,26.1,30,0,13,4.44,4.64,-0.21,-0.31,0.21,111.3,5.29,2,0.3,.81,-0.1,0.4,5,.509,.502,,Free Agency,detwiro01
195,Chris Devenski,31,2TM,14.2,13,0,14,8.59,4.25,0.14,-0.28,0.00,103.6,3.95,-8,-0.8,.64,0.1,-0.5,-6,.442,.497,,Free Agency,devench02
196,Alexis Díaz,25,CIN,63.2,59,0,18,2.54,4.47,-0.14,-0.30,0.44,109.8,5.22,19,2.0,1.58,0.4,3.1,25,.535,.513,,Amateur Draft,diazal03
197,Edwin Díaz,28,NYM,62.0,61,0,9,1.31,4.41,0.00,-0.30,0.27,94.2,4.13,19,2.1,1.60,0.5,3.2,25,.535,.513,$10200000,Free Agency,diazed04
198,Jhonathan Diaz*,25,LAA,15.1,4,3,5,2.93,4.39,0.10,0.07,0.00,100.7,4.39,3,0.3,.18,0.0,0.4,4,.573,.502,,Free Agency,diazjh01
199,Miguel Díaz,27,DET,3.2,3,0,1,2.45,4.47,0.14,-0.30,0.00,91.4,3.69,1,0.1,.97,0.0,0.1,1,.519,.500,,Free Agency,diazmi02
200,Corey Dickerson,33,STL,1.0,1,0,0,0.00,4.99,0.67,-0.33,0.00,106.0,4.23,0,0.1,.00,0.0,0.0,1,.551,.500,$5000000,Free Agency,dickeco01
201,Phillip Diehl*,27,CIN,5.2,5,0,7,11.12,4.49,-0.27,-0.30,0.00,114.9,5.12,-4,-0.4,.45,0.1,-0.2,-3,.425,.498,,Waivers,diehlph01
202,Jake Diekman*,35,2TM,57.2,70,0,40,6.24,4.37,-0.02,-0.29,0.68,104.9,5.01,-8,-0.8,1.32,-0.1,-0.4,-3,.489,.498,$3500000,Free Agency,diekmja01
203,Marcos Diplán,25,BAL,5.2,5,0,2,3.18,4.43,0.19,-0.29,0.00,108.8,4.30,1,0.1,.39,0.0,0.1,1,.516,.500,$100000,Free Agency,diplama01
204,Seranthony Domínguez,27,PHI,51.0,54,0,18,3.18,4.45,-0.27,-0.30,0.11,99.3,4.50,7,0.8,1.67,0.1,1.4,12,.515,.505,$725000,Amateur Free Agent,dominse01
205,Sean Doolittle*,35,WSN,5.1,6,0,0,0.00,4.51,-0.18,-0.30,0.00,96.9,4.25,3,0.3,1.38,0.0,0.4,3,.546,.502,$1500000,Free Agency,doolise01
206,Camilo Doval,24,SFG,67.2,68,0,27,3.59,4.29,-0.30,-0.29,0.50,101.3,4.87,10,1.0,1.87,0.3,1.9,16,.515,.506,,Amateur Free Agent,dovalca01
207,Kyle Dowdy,29,CIN,6.1,2,0,0,0.00,4.61,-0.22,-0.31,0.00,102.2,4.62,3,0.4,.12,-0.2,0.3,4,.691,.502,,Free Agency,dowdyky01
208,Hunter Dozier,30,KCR,1.0,1,0,2,18.00,4.96,-0.40,-0.33,0.00,110.0,5.53,-1,-0.1,.01,0.1,-0.1,-1,.368,.499,$4750000,Amateur Draft,doziehu01
209,Daniel Duarte,25,CIN,2.2,3,0,3,10.13,4.73,-0.23,-0.32,0.00,109.3,5.07,-2,-0.2,.29,0.0,-0.1,-1,.449,.499,,Free Agency,duartda01
210,Tyler Duffey,31,MIN,44.0,40,0,24,4.91,4.22,0.20,-0.28,0.00,98.7,3.70,-6,-0.6,1.04,-0.1,-0.3,-2,.485,.496,$3800000,Amateur Draft,duffety01
211,Robert Dugger,26,2TM,16.0,4,1,11,6.19,4.18,-0.07,-0.16,0.00,101.4,4.15,-4,-0.4,.52,0.0,-0.2,-2,.411,.499,,Waivers,duggero01
212,Justin Dunn,26,CIN,31.0,7,7,21,6.10,4.53,-0.21,0.21,0.00,103.3,5.11,-3,-0.3,,0.0,-0.1,-1,.450,.498,,Traded,dunnju01
213,Dane Dunning,27,TEX,153.1,29,29,80,4.70,4.27,0.06,0.20,0.00,102.5,4.51,-2,-0.3,,-0.1,1.1,10,.491,.498,,Traded,dunnida01
214,Jhoan Duran,24,MIN,67.2,57,0,15,2.00,4.22,0.16,-0.28,0.33,99.4,4.09,16,1.8,1.58,0.4,2.8,22,.531,.511,,Traded,duranjh01
215,Nick Duron,26,PHI,1.0,1,0,0,0.00,4.81,-0.32,-0.32,0.00,100.0,4.81,1,0.1,.04,0.0,0.0,1,.559,.500,,Free Agency,duronni01
216,Carl Edwards Jr.,30,WSN,62.0,57,0,22,3.19,4.43,-0.24,-0.30,0.18,94.9,4.33,8,0.8,1.16,-0.1,1.3,13,.515,.505,,Free Agency,edwarca01
217,Scott Effross,28,2TM,56.2,60,1,23,3.65,4.47,0.16,-0.29,0.49,102.3,4.61,6,0.7,1.41,0.0,1.2,11,.511,.502,,Amateur Draft,effrosc01
218,Zach Eflin,28,PHI,75.2,20,13,38,4.52,4.33,-0.34,0.15,0.07,99.0,4.85,3,0.3,1.23,-0.1,0.9,10,.514,.502,$5550000,Traded,eflinza01
219,Jerad Eickhoff,31,PIT,4.1,1,1,10,20.77,4.16,0.00,0.19,0.00,104.0,4.52,-8,-0.4,,0.0,-0.4,-7,.093,.497,,Free Agency,eickhje01
220,Bryce Elder,23,ATL,54.0,10,9,19,3.17,4.03,0.19,0.16,0.00,96.8,3.88,4,0.5,.16,-0.1,0.9,9,.546,.503,,Amateur Draft,elderbr01
221,Roenis Elías*,33,SEA,7.2,7,0,3,3.52,4.24,0.30,-0.28,0.00,96.7,3.54,0,0.0,.33,0.0,0.1,1,.501,.500,,Free Agency,eliasro01
222,Chris Ellis,29,BAL,4.1,2,2,5,10.38,4.00,0.28,0.18,0.00,94.8,3.70,-3,-0.3,,0.0,-0.3,-3,.350,.498,$100000,Free Agency,ellisch01
223,Nathan Eovaldi,32,BOS,109.1,20,20,55,4.53,4.40,0.05,0.20,0.00,108.2,4.92,5,0.6,,-0.1,1.5,15,.529,.504,$17000000,Traded,eovalna01
224,Robbie Erlin*,31,LAD,2.0,2,0,2,9.00,3.92,0.67,-0.26,0.00,103.1,3.08,-1,-0.1,.10,0.1,-0.1,-1,.434,.499,,Free Agency,erlinro01
225,Alcides Escobar,35,WSN,1.2,2,0,2,10.80,4.84,-0.41,-0.32,0.00,100.0,4.92,-1,-0.1,.00,0.1,0.0,-1,.445,.499,$1000000,Purchased,escobal02
226,Raynel Espinal,30,CIN,4.2,2,0,4,7.71,4.41,-0.22,-0.30,0.00,101.7,4.42,-2,-0.2,.98,0.0,-0.1,-1,.416,.499,,Free Agency,espinra01
227,Paolo Espino,35,WSN,113.1,42,19,64,5.08,4.56,-0.28,0.07,0.00,95.3,4.68,-5,-0.5,.12,-0.1,0.5,5,.487,.497,,Free Agency,espinpa01
228,Anderson Espinoza,24,CHC,18.1,7,0,11,5.40,4.72,0.02,-0.32,0.00,104.4,4.58,-2,-0.2,.69,0.0,0.0,0,.475,.499,,Traded,espinan01
229,Carlos Estévez,29,COL,57.0,62,0,27,4.26,4.49,0.04,-0.30,0.39,113.9,5.17,6,0.6,1.26,-0.1,1.1,11,.510,.504,$3025000,Amateur Free Agent,estevca01
230,Jeremiah Estrada,23,CHC,5.2,5,0,2,3.18,4.22,0.02,-0.28,0.00,98.8,3.87,0,0.0,.58,0.0,0.1,1,.509,.500,,Amateur Draft,estraje01
231,Alex Faedo,26,DET,53.2,12,12,34,5.70,4.19,0.18,0.19,0.00,97.5,4.09,-9,-0.9,,0.0,-0.5,-5,.421,.494,,Amateur Draft,faedoal01
232,Pete Fairbanks,28,TBR,24.0,24,0,3,1.13,4.30,0.10,-0.29,0.23,92.9,3.85,7,0.8,1.70,0.2,1.3,9,.534,.505,,Traded,fairbpe01
233,Bailey Falter*,25,PHI,84.0,20,16,39,4.18,4.26,-0.34,0.15,0.00,98.1,4.66,4,0.5,.39,-0.1,1.2,12,.524,.503,,Amateur Draft,falteba01
234,Jeurys Familia,32,2TM,44.1,48,0,34,6.90,4.49,-0.27,-0.30,0.25,102.7,4.84,-10,-1.1,.91,-0.1,-0.7,-6,.478,.496,$6000000,Free Agency,familje01
235,Buck Farmer,31,CIN,47.0,44,0,21,4.02,4.46,-0.17,-0.30,0.00,109.5,4.74,4,0.4,1.22,-0.1,0.8,8,.509,.502,,Free Agency,farmebu01
236,Luke Farrell,31,2TM,15.0,6,2,10,6.00,4.82,-0.04,-0.09,0.00,98.8,4.71,-2,-0.2,.25,0.1,0.0,-1,.469,.500,,Free Agency,farrelu01
237,Calvin Faucher,26,TBR,21.1,22,0,16,6.75,4.63,0.17,-0.31,0.53,97.0,4.53,-5,-0.5,.87,0.0,-0.4,-3,.475,.497,,Traded,fauchca01
238,Erick Fedde,29,WSN,127.0,27,27,84,5.95,4.32,-0.29,0.20,0.00,97.4,4.68,-18,-1.8,,-0.1,-0.7,-6,.433,.489,$2150000,Amateur Draft,feddeer01
239,Michael Feliz,29,BOS,3.1,1,0,2,5.40,4.99,0.04,-0.33,0.00,116.0,5.36,0,0.0,.25,0.0,0.0,0,.500,.500,$100000,Free Agency,felizmi01
240,Ryan Feltner,25,COL,97.1,20,19,65,6.01,4.56,0.04,0.19,0.00,111.5,5.25,-8,-0.9,1.68,-0.1,0.0,1,.457,.495,,Amateur Draft,feltnry01
241,Caleb Ferguson*,25,LAD,34.2,37,1,9,2.34,4.40,0.47,-0.28,0.00,101.6,3.71,5,0.6,.75,-0.2,0.7,8,.515,.503,$762000,Amateur Draft,ferguca01
242,Junior Fernández,25,2TM,18.2,16,0,6,2.89,4.58,0.33,-0.31,0.00,95.5,3.77,2,0.2,1.09,-0.1,0.3,4,.512,.500,,Waivers,fernaju01
243,Matt Festa,29,SEA,54.0,53,0,26,4.33,4.23,0.24,-0.28,0.31,95.1,3.82,-3,-0.3,.90,-0.1,0.1,2,.494,.498,,Amateur Draft,festama01
244,J.P. Feyereisen,29,TBR,24.1,22,2,1,0.37,4.25,0.12,-0.20,0.00,92.6,3.63,9,1.0,1.42,0.1,1.4,11,.545,.506,,Traded,feyerjo01
245,Kyle Finnegan,30,WSN,66.2,66,0,28,3.78,4.47,-0.23,-0.30,0.08,95.8,4.29,4,0.4,1.47,-0.1,1.0,10,.506,.502,,Free Agency,finneky01
246,Nate Fisher*,26,NYM,3.0,1,0,0,0.00,4.85,-0.01,-0.32,0.00,100.0,4.53,2,0.2,.36,-0.1,0.1,2,.677,.501,,Free Agency,fishena01
247,Jake Fishman*,27,MIA,11.0,7,0,5,4.09,4.48,0.14,-0.30,0.00,97.3,3.94,0,0.0,.72,0.0,0.1,1,.497,.500,,Rule 5 Draft,fishmja01
248,Jack Flaherty,26,STL,36.0,9,8,18,4.50,4.03,0.39,0.17,0.00,90.4,3.45,-4,-0.4,1.51,0.0,-0.1,-1,.452,.497,$5000000,Amateur Draft,flaheja01
249,Josh Fleming*,26,TBR,35.0,10,3,36,9.26,4.32,0.19,-0.06,0.00,96.9,3.94,-21,-1.8,.79,0.0,-1.5,-18,.316,.489,,Amateur Draft,flemijo01
250,Aaron Fletcher*,26,PIT,11.2,9,0,9,6.94,4.49,0.00,-0.30,0.00,100.1,4.19,-4,-0.4,.42,0.1,-0.2,-2,.459,.498,,Waivers,fletcaa01
251,Chris Flexen,27,SEA,137.2,33,22,61,3.99,4.30,0.30,0.14,0.08,94.4,3.98,1,0.1,.66,-0.1,1.2,12,.502,.500,$3050000,Free Agency,flexech01
252,Dylan Floro,31,MIA,53.2,56,0,23,3.86,4.51,0.11,-0.30,0.41,99.1,4.47,4,0.4,1.19,-0.1,0.8,9,.507,.502,$3000000,Traded,florody01
253,Jason Foley,26,DET,60.1,60,0,27,4.03,4.32,0.19,-0.29,0.00,97.2,3.73,-2,-0.2,.79,-0.1,0.3,3,.497,.499,,Amateur Free Agent,foleyja01
254,Mike Ford,29,ATL,1.0,1,0,2,18.00,4.84,0.26,-0.32,0.00,100.0,4.26,-2,-0.1,.00,0.1,-0.1,-1,.359,.499,,Waivers,fordmi01
255,Matt Foster,27,CHW,45.0,48,0,25,5.00,4.34,-0.15,-0.29,0.37,103.8,4.75,-1,-0.1,.88,-0.1,0.2,3,.498,.499,,Amateur Draft,fostema01
256,Bowden Francis,26,TOR,0.2,1,0,0,0.00,4.31,0.31,-0.28,0.00,100.0,3.71,0,0.0,.03,0.0,0.0,0,.531,.500,,Traded,francbo01
257,Kyle Freeland*,29,COL,174.2,31,31,96,4.95,4.54,0.05,0.21,0.00,114.4,5.38,8,0.9,,-0.1,2.4,24,.529,.506,$7000000,Amateur Draft,freelky01
258,Luis Frías,24,ARI,17.0,15,0,20,10.59,4.67,0.35,-0.31,0.00,98.8,3.96,-13,-1.2,.88,0.0,-1.0,-11,.418,.492,,Amateur Free Agent,friaslu01
259,Max Fried*,28,ATL,185.1,30,30,55,2.67,4.46,0.19,0.20,0.00,100.4,4.49,37,4.3,,-0.2,5.9,54,.643,.527,$6850000,Traded,friedma01
260,Paul Fry*,29,2TM,13.0,13,0,10,6.92,4.61,0.21,-0.31,0.00,98.1,4.01,-4,-0.4,.68,0.0,-0.3,-3,.466,.498,$850000,Traded,frypa01
261,Michael Fulmer,29,2TM,63.2,67,0,27,3.82,4.33,0.17,-0.29,0.35,97.9,4.13,2,0.3,1.47,-0.1,0.8,8,.504,.501,$4950000,Traded,fulmemi01
262,Hunter Gaddis,24,CLE,7.1,2,2,15,18.41,4.37,0.75,0.20,0.00,96.0,3.68,-12,-0.7,,0.0,-0.7,-11,.132,.495,,Amateur Draft,gaddihu01
263,Matt Gage*,29,TOR,13.0,11,0,4,2.77,4.26,0.23,-0.28,0.86,101.0,4.64,3,0.3,.67,-0.1,0.4,4,.528,.502,,Free Agency,gagema01
264,Giovanny Gallegos,30,STL,59.0,57,0,23,3.51,4.26,0.32,-0.28,0.38,93.7,3.78,2,0.2,1.76,-0.1,0.7,7,.503,.501,$2410000,Traded,gallegi01
265,Zac Gallen,26,ARI,184.0,31,31,56,2.74,4.34,0.26,0.19,0.00,101.3,4.33,32,3.7,,-0.2,5.3,49,.619,.523,,Traded,galleza01
266,Bryan Garcia,27,DET,20.1,4,4,8,3.54,4.50,0.15,0.21,0.00,94.4,4.31,2,0.2,,0.0,0.4,4,.551,.501,,Amateur Draft,garcibr01
267,Jarlín García*,29,SFG,65.0,58,0,34,4.71,4.47,-0.35,-0.30,0.17,99.1,4.66,0,0.0,.88,-0.2,0.4,6,.499,.500,$1725000,Waivers,garcija04
268,Luis García,35,SDP,61.0,64,0,28,4.13,4.34,0.12,-0.29,0.27,93.6,3.93,-1,-0.2,1.54,-0.2,0.2,4,.498,.499,$3250000,Free Agency,garcilu03
269,Luis Garcia,25,HOU,157.1,28,28,70,4.00,4.27,0.48,0.20,0.00,99.1,3.95,0,0.0,,-0.1,1.3,13,.499,.500,,Amateur Free Agent,garcilu05
270,Rico Garcia,28,BAL,8.0,6,0,4,4.50,4.52,0.29,-0.30,0.00,103.1,4.05,0,0.0,.10,0.0,0.0,0,.494,.500,,Free Agency,garciri01
271,Rony García,24,DET,51.0,16,8,27,4.76,4.39,0.16,0.07,0.00,95.3,4.10,-4,-0.4,.45,0.0,0.1,1,.477,.498,,Rule 5 Draft,garciro03
272,Yimi García,31,TOR,61.0,61,0,26,3.84,4.31,0.27,-0.29,0.18,100.7,3.97,1,0.1,1.51,-0.1,0.6,6,.502,.501,$4500000,Free Agency,garciyi01
273,Amir Garrett*,30,KCR,45.1,60,0,26,5.16,4.40,-0.20,-0.29,0.00,104.7,4.51,-3,-0.3,.97,-0.1,0.0,1,.495,.498,$2025000,Traded,garream01
274,Braxton Garrett*,24,MIA,88.0,17,17,38,3.89,4.35,0.11,0.20,0.00,98.8,4.39,5,0.5,,-0.1,1.3,13,.531,.503,,Amateur Draft,garrebr01
275,Reed Garrett,29,WSN,9.1,7,0,8,7.71,4.64,-0.32,-0.31,0.59,93.1,4.87,-3,-0.3,.33,0.1,-0.1,-2,.457,.498,,Free Agency,garrere01
276,Ralph Garza,28,TBR,35.0,19,0,14,3.60,4.34,0.18,-0.29,0.16,91.0,3.67,0,0.0,.71,-0.1,0.3,3,.502,.500,,Waivers,garzara01
277,Kevin Gausman,31,TOR,174.2,31,31,72,3.71,4.45,0.27,0.20,0.00,100.2,4.38,14,1.5,,-0.1,3.1,28,.550,.510,$21000000,Free Agency,gausmke01
278,Domingo Germán,29,NYY,72.1,15,14,31,3.86,4.49,0.74,0.20,0.00,97.6,3.85,0,0.0,1.17,-0.1,0.7,6,.502,.500,$1750000,Free Agency,germado01
279,Franklin German,24,BOS,4.0,5,0,8,18.00,4.71,0.07,-0.31,0.00,109.7,4.76,-6,-0.6,.11,0.2,-0.3,-6,.386,.496,,Traded,germafr02
280,Ian Gibaut,28,2TM,36.0,34,0,18,4.50,4.43,-0.14,-0.30,0.00,107.0,4.58,0,0.0,.96,-0.1,0.3,4,.501,.500,,Waivers,gibauia01
281,Kyle Gibson,34,PHI,167.2,31,31,98,5.26,4.27,-0.35,0.19,0.00,100.5,4.84,-8,-0.8,,-0.1,0.6,8,.473,.495,,Traded,gibsoky01
282,Luis Gil,24,NYY,4.0,1,1,4,9.00,4.16,0.73,0.19,0.00,104.0,3.76,-2,-0.2,,0.0,-0.2,-2,.298,.499,,Traded,gillu01
283,Logan Gilbert,25,SEA,185.2,32,32,71,3.44,4.32,0.27,0.20,0.00,95.7,4.07,14,1.5,,-0.1,3.1,29,.548,.509,,Amateur Draft,gilbelo01
284,Tyler Gilbert*,28,ARI,34.1,8,7,21,5.50,4.47,0.34,0.14,0.00,98.6,4.21,-5,-0.5,.34,0.0,-0.2,-2,.437,.497,,Rule 5 Draft,gilbety01
285,Lucas Gilbreath*,26,COL,43.0,47,0,22,4.60,4.55,0.04,-0.30,0.27,112.4,5.03,2,0.2,1.29,-0.1,0.5,6,.504,.501,,Amateur Draft,gilbrlu01
286,Ken Giles,31,SEA,4.1,5,0,0,0.00,3.93,0.18,-0.26,0.00,94.8,3.31,2,0.2,.55,-0.1,0.2,2,.536,.501,$5250000,Free Agency,gileske01
